virus	virusid	host	hostid	coronavirus
sin nombre orthohantavirus	3456178	reithrodontomys megalotis	3467425	0
sin nombre orthohantavirus	3456178	sigmodon hispidus	3464368	0
sin nombre orthohantavirus	3456178	tamias minimus	3469535	0
sin nombre orthohantavirus	3456178	zygodontomys cherriei	3688063	0
sindbis virus	3435797	cricetulus griseus	3434272	0
sindbis virus	3435797	homo sapiens	3433574	0
sindbis virus	3435797	mesocricetus auratus	3434286	0
sindbis virus	3435797	pongo pygmaeus	3433562	0
skunk mastadenovirus a	27372179	conepatus leuconotus	3445636	0
skunkpox virus	3634278	mephitis mephitis	3445645	0
slow loris parvovirus 1	27327870	nycticebus coucang	3433352	0
small anellovirus	3842334	homo sapiens	3433574	0
small ruminant morbillivirus	3446965	bos taurus	3434101	0
small ruminant morbillivirus	3446965	boselaphus tragocamelus	3434107	0
small ruminant morbillivirus	3446965	camelus bactrianus	3433979	0
small ruminant morbillivirus	3446965	camelus dromedarius	3433981	0
small ruminant morbillivirus	3446965	canis lupus familiaris	3433584	0
small ruminant morbillivirus	3446965	capra aegagrus	3434113	0
small ruminant morbillivirus	3446965	capra hircus	3434115	0
small ruminant morbillivirus	3446965	capra ibex	3516084	0
small ruminant morbillivirus	3446965	capra sibirica	3516087	0
small ruminant morbillivirus	3446965	gazella dorcas	3456257	0
small ruminant morbillivirus	3446965	gazella subgutturosa	3494327	0
small ruminant morbillivirus	3446965	hydropotes inermis	3434056	0
small ruminant morbillivirus	3446965	oryx gazella	3434158	0
small ruminant morbillivirus	3446965	oryx leucoryx	3459038	0
small ruminant morbillivirus	3446965	ovis ammon	3445613	0
small ruminant morbillivirus	3446965	ovis aries	3434136	0
small ruminant morbillivirus	3446965	panthera leo	3433712	0
small ruminant morbillivirus	3446965	pseudois nayaur	3494352	0
small ruminant morbillivirus	3446965	saiga tatarica	3451563	0
small ruminant morbillivirus	3446965	syncerus caffer	3434174	0
small ruminant morbillivirus	3446965	tetracerus quadricornis	3518425	0
sokoluk virus	3502621	pipistrellus pipistrellus	3494221	0
solwezi bufavirus	27614211	crocidura luna	4029243	0
soochong virus	3745764	apodemus peninsulae	3573952	0
soprano pipistrelle adenovirus 1	27589173	pipistrellus pygmaeus	3712647	0
soprano pipistrelle adenovirus 2	27309406	pipistrellus pygmaeus	3712647	0
soprano pipistrelle adenovirus 3	27309408	pipistrellus pygmaeus	3712647	0
soprano pipistrelle adenovirus 4	27309410	pipistrellus pygmaeus	3712647	0
sorex araneus adenovirus	27704973	sorex araneus	3464087	0
sorex araneus betaherpesvirus 1	4250817	sorex araneus	3464087	0
sorex araneus betaherpesvirus 2	4250818	sorex araneus	3464087	0
sorex araneus betaherpesvirus 3	4250819	sorex araneus	3464087	0
sorex araneus betaherpesvirus 4	4250820	sorex araneus	3464087	0
sorex araneus betaherpesvirus 5	4250821	sorex araneus	3464087	0
sorex araneus gammaherpesvirus 1	3904562	sorex araneus	3464087	0
sorex araneus hantavirus	3952289	sorex araneus	3464087	0
sorex minutus betaherpesvirus 1	4250822	sorex minutus	3499113	0
sorex minutus betaherpesvirus 2	4250823	sorex minutus	3499113	0
soricidae paramyxovirus	27861900	suncus murinus	3433204	0
sosuga pararubulavirus	27294026	homo sapiens	3433574	0
sosuga pararubulavirus	27294026	rousettus aegyptiacus	3433255	0
southern elephant seal virus	26348418	mirounga leonina	3433758	0
southwest baboon virus 1	26205528	papio anubis	3433500	0
southwest baboon virus 1	26205528	papio cynocephalus	3433502	0
spanish goat encephalitis virus	26532106	capra hircus	3434115	0
sperm whale gammaherpesvirus	4040842	physeter catodon	3433831	0
spondweni virus	3502623	homo sapiens	3433574	0
springbok herpesvirus 1	3757161	antidorcas marsupialis	3494315	0
springbok herpesvirus 2	3757162	antidorcas marsupialis	3494315	0
squirrel associated cyclovirus 1	1987744	callosciurus erythraeus	3503226	0
squirrel fibroma virus	3969549	sciurus carolinensis	3445773	0
squirrel fibroma virus	3969549	tamiasciurus hudsonicus	3434241	0
squirrel mastadenovirus a	2170003	sciurus vulgaris	3486538	0
squirrel monkey cytomegalovirus 1	4030896	saimiri sciureus	3433437	0
squirrel monkey retrovirus	3436846	saimiri sciureus	3433437	0
squirrelpox virus	3707054	myodes glareolus	3891106	0
squirrelpox virus	3707054	sciurus carolinensis	3445773	0
squirrelpox virus	3707054	sciurus griseus	3483194	0
squirrelpox virus	3707054	sciurus vulgaris	3486538	0
stejneger's beaked whale gammaherpesvirus	4040843	mesoplodon stejnegeri	3481095	0
steller sea lion astrovirus 1	4032423	eumetopias jubatus	3451585	0
steller sea lion poxvirus	3717949	eumetopias jubatus	3451585	0
steller sea lion vesivirus   	3882048	eumetopias jubatus	3451585	0
stenella coeruleoalba alphaherpesvirus 1	27688975	stenella coeruleoalba	3433800	0
stenella coeruleoalba alphaherpesvirus 2	27688977	stenella coeruleoalba	3433800	0
sturnira lilium adenovirus	2211155	sturnira lilium	3441118	0
st-valerien swine virus	4033158	sus scrofa	3433956	0
sudan ebolavirus	3658152	homo sapiens	3433574	0
sudan ebolavirus	3658152	macaca fascicularis	3433477	0
sudan ebolavirus	3658152	macaca mulatta	3433483	0
sudan ebolavirus	3658152	pan troglodytes	3433558	0
sudan ebolavirus	3658152	pongo pygmaeus	3433562	0
suid alphaherpesvirus 1	3434790	ailuropoda melanoleuca	3433636	0
suid alphaherpesvirus 1	3434790	bos taurus	3434101	0
suid alphaherpesvirus 1	3434790	canis latrans	3433582	0
suid alphaherpesvirus 1	3434790	canis lupus	3433580	0
suid alphaherpesvirus 1	3434790	canis lupus familiaris	3433584	0
suid alphaherpesvirus 1	3434790	capra hircus	3434115	0
suid alphaherpesvirus 1	3434790	felis catus	3433706	0
suid alphaherpesvirus 1	3434790	felis silvestris	3433704	0
suid alphaherpesvirus 1	3434790	lynx lynx	3438160	0
suid alphaherpesvirus 1	3434790	lynx pardinus	3663059	0
suid alphaherpesvirus 1	3434790	mustela putorius	3433676	0
suid alphaherpesvirus 1	3434790	nyctereutes procyonoides	3451573	0
suid alphaherpesvirus 1	3434790	ovis aries	3434136	0
suid alphaherpesvirus 1	3434790	panthera tigris	3433721	0
suid alphaherpesvirus 1	3434790	pecari tajacu	3433965	0
suid alphaherpesvirus 1	3434790	procyon lotor	3433651	0
suid alphaherpesvirus 1	3434790	puma concolor	3433725	0
suid alphaherpesvirus 1	3434790	sus scrofa	3433956	0
suid alphaherpesvirus 1	3434790	tayassu pecari	3445622	0
suid alphaherpesvirus 1	3434790	ursus americanus	3433630	0
suid alphaherpesvirus 1	3434790	ursus arctos	3433632	0
suid alphaherpesvirus 1	3434790	ursus maritimus	3443313	0
suid betaherpesvirus 2	23539716	sus scrofa	3433956	0
suiformes rhadinovirus genogroup 1	3707136	phacochoerus africanus	3462605	0
suiformes rhadinovirus genogroup 1	3707136	sus barbatus	3463278	0
suncus coronavirus	27373536	suncus murinus	3433204	1
sus scrofa cyclovirus	1455628	sus scrofa	3433956	0
sus scrofa polyomavirus 1	27664788	sus scrofa	3433956	0
swine acute diarrhea syndrome coronavirus	2032731	sus scrofa	3433956	1
swine enteric alphacoronavirus	2045491	sus scrofa	3433956	1
swine enteric calicivirus	3793688	sus scrofa	3433956	0
swine parainfluenza virus 3	3942607	sus scrofa	3433956	0
swine pneumovirus	27064464	sus scrofa	3433956	0
swinepox virus	3434679	sus scrofa	3433956	0
tacaiuma orthobunyavirus	4016918	homo sapiens	3433574	0
tacaiuma orthobunyavirus	4016918	sapajus apella	3433426	0
tacaribe mammarenavirus	3436503	artibeus jamaicensis	3433274	0
tacaribe mammarenavirus	3436503	cavia porcellus	3434442	0
tacaribe mammarenavirus	3436503	desmodus rotundus	3433294	0
tacaribe mammarenavirus	3436503	neotoma leucodon	3732799	0
tacaribe mammarenavirus	3436503	peromyscus mexicanus	3488677	0
tacaribe mammarenavirus	3436503	sturnira lilium	3441118	0
tadarida brasiliensis cyclovirus	1455627	tadarida brasiliensis	3433309	0
tadarida brasiliensis polyomavirus 1	27618655	tadarida brasiliensis	3433309	0
tadarida brasiliensis polyomavirus 2	27618657	tadarida brasiliensis	3433309	0
tadarida teniotis betaherpesvirus 1	27541027	tadarida teniotis	3494239	0
tadarida teniotis betaherpesvirus 2	27541029	tadarida teniotis	3494239	0
tai forest ebolavirus	23538934	homo sapiens	3433574	0
tai forest ebolavirus	23538934	macaca fascicularis	3433477	0
tai forest ebolavirus	23538934	pan troglodytes	3433558	0
tai forest ebolavirus	23538934	pongo pygmaeus	3433562	0
tailam jeilongvirus	27220142	rattus andamanensis	3510060	0
tamana bat virus	3635119	pteronotus parnellii	3494225	0
tamdy virus	22680835	homo sapiens	3433574	0
tamiami mammarenavirus	3469116	sigmodon hispidus	3464368	0
tanapox virus	3563150	homo sapiens	3433574	0
tanganya virus	3871154	crocidura theresae	3813558	0
tasmanian devil retrovirus	27743891	sarcophilus harrisii	3433081	0
tasmanian devil-associated astrovirus 1	2529473	sarcophilus harrisii	3433081	0
tasmanian devil-associated circovirus 1	2529490	sarcophilus harrisii	3433081	0
tataguine orthobunyavirus	26303030	homo sapiens	3433574	0
tatenale virus	26302876	microtus agrestis	3443349	0
taterapox virus	3442989	gerbilliscus kempi	3857725	0
taterapox virus	3442989	meriones unguiculatus	3434305	0
taupapillomavirus 1	26748063	canis lupus familiaris	3433584	0
taupapillomavirus 2	26350136	canis lupus familiaris	3433584	0
taupapillomavirus 3	27273610	felis catus	3433706	0
tembusu virus	3502574	homo sapiens	3433574	0
tembusu virus	3502574	pongo pygmaeus	3433562	0
tenrec paramyxovirus	27861898	microgale cowani	3785034	0
tenrec paramyxovirus	27861898	microgale dobsoni	26687777	0
tenrec paramyxovirus	27861898	microgale gymnorhyncha	26687789	0
tenrec paramyxovirus	27861898	microgale jobihely	3816241	0
tenrec paramyxovirus	27861898	microgale longicaudata	3697125	0
tenrec paramyxovirus	27861898	microgale majori	3911111	0
tenrec paramyxovirus	27861898	microgale principula	3697126	0
tenrec paramyxovirus	27861898	microgale taiva	3816242	0
tensaw orthobunyavirus	3736784	urocyon cinereoargenteus	3486340	0
tent-making bat hepatitis b virus	27792520	uroderma bilobatum	3441124	0
teschovirus a	3595892	sus scrofa	3433956	0
tetnovirus 1	4169882	homo sapiens	3433574	0
tetnovirus 2	4169883	homo sapiens	3433574	0
thailand orthohantavirus	26205332	bandicota bengalensis	3510064	0
thailand orthohantavirus	26205332	bandicota indica	3899148	0
thailand orthohantavirus	26205332	eliurus majori	3577526	0
thailand orthohantavirus	26205332	mus musculus	3434366	0
thailand orthohantavirus	26205332	rattus rattus	3434407	0
thera virus	27317564	rattus norvegicus	3434405	0
thermoproteus tenax virus 1	3434972	sus scrofa	3433956	0
thetaarterivirus kafuba	26205532	chlorocebus pygerythrus	3496402	0
thetaarterivirus mikelba 1	26205526	papio cynocephalus	3433502	0
thiafora orthonairovirus	3713732	crocidura russula	3454609	0
thogoto thogotovirus	3436405	bos taurus	3434101	0
thogoto thogotovirus	3436405	camelus dromedarius	3433981	0
thogoto thogotovirus	3436405	capra hircus	3434115	0
thogoto thogotovirus	3436405	homo sapiens	3433574	0
thogoto thogotovirus	3436405	ovis aries	3434136	0
thogoto thogotovirus	3436405	sus scrofa	3433956	0
thottopalayam thottimvirus	26205334	suncus murinus	3433204	0
tibrogargan tibrovirus	3774952	bos taurus	3434101	0
tibrogargan tibrovirus	3774952	bubalus bubalis	3546118	0
tick-borne encephalitis virus	3435884	alces alces	3434005	0
tick-borne encephalitis virus	3435884	apodemus agrarius	3458388	0
tick-borne encephalitis virus	3435884	apodemus flavicollis	3484976	0
tick-borne encephalitis virus	3435884	apodemus speciosus	3573950	0
tick-borne encephalitis virus	3435884	apodemus sylvaticus	3434424	0
tick-borne encephalitis virus	3435884	arvicola amphibius	24617143	0
tick-borne encephalitis virus	3435884	bison bonasus	3434092	0
tick-borne encephalitis virus	3435884	bos taurus	3434101	0
tick-borne encephalitis virus	3435884	canis lupus familiaris	3433584	0
tick-borne encephalitis virus	3435884	capra falconeri	3474374	0
tick-borne encephalitis virus	3435884	capra hircus	3434115	0
tick-borne encephalitis virus	3435884	capreolus capreolus	3434013	0
tick-borne encephalitis virus	3435884	cervus elaphus	3434017	0
tick-borne encephalitis virus	3435884	cricetulus barabensis	3784809	0
tick-borne encephalitis virus	3435884	crocidura suaveolens	3482026	0
tick-borne encephalitis virus	3435884	dama dama	3445619	0
tick-borne encephalitis virus	3435884	erinaceus europaeus	3433178	0
tick-borne encephalitis virus	3435884	erinaceus roumanicus	24621439	0
tick-borne encephalitis virus	3435884	glis glis	3462318	0
tick-borne encephalitis virus	3435884	homo sapiens	3433574	0
tick-borne encephalitis virus	3435884	lasiopodomys gregalis	26210363	0
tick-borne encephalitis virus	3435884	lemmus lemmus	3529289	0
tick-borne encephalitis virus	3435884	macaca radiata	3433489	0
tick-borne encephalitis virus	3435884	macaca sylvanus	3433487	0
tick-borne encephalitis virus	3435884	meriones unguiculatus	3434305	0
tick-borne encephalitis virus	3435884	mesocricetus auratus	3434286	0
tick-borne encephalitis virus	3435884	microtus agrestis	3443349	0
tick-borne encephalitis virus	3435884	microtus arvalis	3472720	0
tick-borne encephalitis virus	3435884	microtus levis	3968663	0
tick-borne encephalitis virus	3435884	microtus maximowiczii	3911462	0
tick-borne encephalitis virus	3435884	microtus oeconomus	3503296	0
tick-borne encephalitis virus	3435884	mus musculus	3434366	0
tick-borne encephalitis virus	3435884	mus spretus	3434378	0
tick-borne encephalitis virus	3435884	muscardinus avellanarius	3458476	0
tick-borne encephalitis virus	3435884	myodes glareolus	3891106	0
tick-borne encephalitis virus	3435884	myodes rufocanus	3960288	0
tick-borne encephalitis virus	3435884	myodes rutilus	3968664	0
tick-borne encephalitis virus	3435884	neomys fodiens	3499117	0
tick-borne encephalitis virus	3435884	odocoileus virginianus	3434038	0
tick-borne encephalitis virus	3435884	ovis ammon	3445613	0
tick-borne encephalitis virus	3435884	ovis aries	3434136	0
tick-borne encephalitis virus	3435884	phodopus sungorus	3434299	0
tick-borne encephalitis virus	3435884	rangifer tarandus	3434031	0
tick-borne encephalitis virus	3435884	sciurus vulgaris	3486538	0
tick-borne encephalitis virus	3435884	semnopithecus entellus	3543630	0
tick-borne encephalitis virus	3435884	sorex araneus	3464087	0
tick-borne encephalitis virus	3435884	spermophilus citellus	3434221	0
tick-borne encephalitis virus	3435884	urocitellus undulatus	3564682	0
tick-borne encephalitis virus	3435884	talpa europaea	3433198	0
tick-borne encephalitis virus	3435884	tamias sibiricus	3503231	0
tigray hantavirus	26302862	stenocephalemys albipes	3924673	0
tigray orthohantavirus	2560807	stenocephalemys albipes	3924673	0
tioman pararubulavirus	3635448	eidolon dupreanum	3491728	0
tioman pararubulavirus	3635448	pteropus alecto	3433245	0
tioman pararubulavirus	3635448	pteropus giganteus	3618717	0
tioman pararubulavirus	3635448	pteropus hypomelanus	3433251	0
tioman pararubulavirus	3635448	pteropus poliocephalus	3433247	0
tioman pararubulavirus	3635448	pteropus rufus	3666970	0
tioman pararubulavirus	3635448	rousettus madagascariensis	3524434	0
topografov hantavirus	3534967	lemmus sibiricus	3537826	0
torque teno arctocephalus gazella virus 1	2249932	arctocephalus gazella	3455280	0
torque teno arctocephalus gazella virus 2	2249933	arctocephalus gazella	3455280	0
torque teno calomys tener virus	2054616	calomys tener	3635718	0
torque teno canis virus	4067854	canis lupus familiaris	3433584	0
torque teno carollia perspicillata virus	2054617	carollia perspicillata	3460457	0
torque teno desmodus rotundus virus	2054618	desmodus rotundus	3433294	0
torque teno didelphis albiventris virus	2054619	didelphis albiventris	3464898	0
torque teno equus virus 1	27298818	equus caballus	3433909	0
torque teno felis virus	4067853	felis catus	3433706	0
torque teno felis virus 2	2065043	felis catus	3433706	0
torque teno indri virus 1	2010248	indri indri	3451493	0
torque teno leptonychotes weddellii virus-1	2012676	leptonychotes weddellii	3433754	0
torque teno leptonychotes weddellii virus-2	2012677	leptonychotes weddellii	3433754	0
torque teno midi virus	3877756	homo sapiens	3433574	0
torque teno midi virus	3877756	pan troglodytes	3433558	0
torque teno midi virus 1	4067848	homo sapiens	3433574	0
torque teno midi virus 10	2065051	homo sapiens	3433574	0
torque teno midi virus 11	2065052	homo sapiens	3433574	0
torque teno midi virus 12	2065053	homo sapiens	3433574	0
torque teno midi virus 13	2065054	homo sapiens	3433574	0
torque teno midi virus 14	2065055	homo sapiens	3433574	0
torque teno midi virus 15	2065056	homo sapiens	3433574	0
torque teno midi virus 15	2065056	pan troglodytes	3433558	0
torque teno midi virus 2	4067849	homo sapiens	3433574	0
torque teno midi virus 3	2065044	homo sapiens	3433574	0
torque teno midi virus 4	2065045	homo sapiens	3433574	0
torque teno midi virus 5	2065046	homo sapiens	3433574	0
torque teno midi virus 6	2065047	homo sapiens	3433574	0
torque teno midi virus 7	2065048	homo sapiens	3433574	0
