virus	virusid	host	hostid	coronavirus
rousettus aegyptiacus betaherpesvirus 2	27764713	rousettus aegyptiacus	3433255	0
rousettus bat alphacoronavirus strain ml_32i	26618570	rousettus leschenaultii	3433257	1
rousettus bat betacoronavirus ml_56i	27401852	rousettus leschenaultii	3433257	1
rousettus bat betacoronavirus strain ml_101i	26618572	rousettus leschenaultii	3433257	1
rousettus bat betacoronavirus strain ml_3i	26618574	rousettus leschenaultii	3433257	1
rousettus bat betacoronavirus strain ml_44i	26618576	rousettus leschenaultii	3433257	1
rousettus bat betacoronavirus strain ml_70i	26618578	rousettus leschenaultii	3433257	1
rousettus bat betacoronavirus strain ml_7i	26618580	rousettus leschenaultii	3433257	1
rousettus bat betacoronavirus strain ml_83i	26618582	rousettus leschenaultii	3433257	1
rousettus bat coronavirus gccdc1	27724327	rousettus leschenaultii	3433257	1
rousettus bat coronavirus hku9	4073264	eidolon helvum	3524418	1
rousettus bat coronavirus hku9	4073264	eonycteris spelaea	3491732	1
rousettus bat coronavirus hku9	4073264	rousettus aegyptiacus	3433255	1
rousettus bat coronavirus hku9	4073264	rousettus amplexicaudatus	3491767	1
rousettus bat coronavirus hku9	4073264	rousettus leschenaultii	3433257	1
rousettus bat coronavirus/kenya/ky06/2006	4243087	rousettus aegyptiacus	3433255	1
royal farm virus	3502565	rhombomys opimus	3658089	0
rubella virus	3435809	homo sapiens	3433574	0
ruminant rhadinovirus 2	26745859	cervus elaphus	3434017	0
rupicapra pyrenaica gammaherpesvirus 1	27376841	rupicapra pyrenaica	3516089	0
rupicapra rupicapra gammaherpesvirus 1	3846198	rupicapra pyrenaica	3516089	0
rupicapra rupicapra gammaherpesvirus 1	3846198	rupicapra rupicapra	3451551	0
ryukyu mammarenavirus	26303034	mus caroli	3434364	0
saaremaa hantavirus	3633082	apodemus agrarius	3458388	0
saaremaa hantavirus	3633082	apodemus flavicollis	3484976	0
saboya virus	3502557	cricetomys gambianus	3434358	0
saguinus adenovirus 1	24653182	saguinus oedipus	3433388	0
saimiri boliviensis polyomavirus 1	3895567	saimiri boliviensis	3441149	0
saimiri boliviensis polyomavirus 1	3895567	saimiri oerstedii	3513135	0
saimiri boliviensis polyomavirus 1	3895567	saimiri sciureus	3433437	0
saimiri boliviensis polyomavirus 1	3895567	saimiri ustus	3506011	0
saimiri boliviensis polyomavirus 1	3895567	saimiri vanzolinii	25934113	0
saimiri sciureus lymphocryptovirus 3	3765580	saimiri sciureus	3433437	0
saimiriine alphaherpesvirus 1	3434796	aotus trivirgatus	3433408	0
saimiriine alphaherpesvirus 1	3434796	homo sapiens	3433574	0
saimiriine alphaherpesvirus 1	3434796	macaca fascicularis	3433477	0
saimiriine alphaherpesvirus 1	3434796	macaca mulatta	3433483	0
saimiriine alphaherpesvirus 1	3434796	saguinus nigricollis	3433386	0
saimiriine alphaherpesvirus 1	3434796	saguinus oedipus	3433388	0
saimiriine gammaherpesvirus 2	3434845	alouatta caraya	3433402	0
saimiriine gammaherpesvirus 2	3434845	aotus trivirgatus	3433408	0
saimiriine gammaherpesvirus 2	3434845	callithrix jacchus	3433376	0
saimiriine gammaherpesvirus 2	3434845	cebus albifrons	3433424	0
saimiriine gammaherpesvirus 2	3434845	chlorocebus aethiops	3433463	0
saimiriine gammaherpesvirus 2	3434845	macaca fascicularis	3433477	0
saimiriine gammaherpesvirus 2	3434845	macaca mulatta	3433483	0
saimiriine gammaherpesvirus 2	3434845	macaca nemestrina	3433485	0
saimiriine gammaherpesvirus 2	3434845	saguinus fuscicollis	3433382	0
saimiriine gammaherpesvirus 2	3434845	saguinus nigricollis	3433386	0
saimiriine gammaherpesvirus 2	3434845	saguinus oedipus	3433388	0
saimiriine gammaherpesvirus 2	3434845	saimiri boliviensis	3441149	0
saimiriine gammaherpesvirus 2	3434845	saimiri sciureus	3433437	0
saimiriine herpesvirus 3	3610481	saimiri sciureus	3433437	0
saint louis encephalitis virus	3435876	alouatta caraya	3433402	0
saint louis encephalitis virus	3435876	artibeus jamaicensis	3433274	0
saint louis encephalitis virus	3435876	artibeus lituratus	3441090	0
saint louis encephalitis virus	3435876	ateles paniscus	3433418	0
saint louis encephalitis virus	3435876	bradypus variegatus	3433160	0
saint louis encephalitis virus	3435876	calomys musculinus	3488491	0
saint louis encephalitis virus	3435876	canis latrans	3433582	0
saint louis encephalitis virus	3435876	choloepus hoffmanni	3433164	0
saint louis encephalitis virus	3435876	dasypus novemcinctus	3433170	0
saint louis encephalitis virus	3435876	didelphis marsupialis	3433020	0
saint louis encephalitis virus	3435876	eptesicus fuscus	3443321	0
saint louis encephalitis virus	3435876	equus caballus	3433909	0
saint louis encephalitis virus	3435876	glossophaga soricina	3441094	0
saint louis encephalitis virus	3435876	homo sapiens	3433574	0
saint louis encephalitis virus	3435876	macaca nemestrina	3433485	0
saint louis encephalitis virus	3435876	mesocricetus auratus	3434286	0
saint louis encephalitis virus	3435876	mus musculus	3434366	0
saint louis encephalitis virus	3435876	myotis lucifugus	3494202	0
saint louis encephalitis virus	3435876	procyon lotor	3433651	0
saint louis encephalitis virus	3435876	rattus rattus	3434407	0
saint louis encephalitis virus	3435876	sapajus apella	3433426	0
saint louis encephalitis virus	3435876	sapajus nigritus	24329269	0
saint louis encephalitis virus	3435876	sigmodon hispidus	3464368	0
saint louis encephalitis virus	3435876	ursus americanus	3433630	0
sakobuvirus a	26747761	felis catus	3433706	0
salivirus a	26346802	homo sapiens	3433574	0
san miguel sea lion virus 12	2587462	zalophus californianus	3433737	0
san miguel sea lion virus 8	26747931	callorhinus ursinus	3451581	0
sandfly fever naples phlebovirus	3676287	canis lupus familiaris	3433584	0
sandfly fever naples phlebovirus	3676287	capra hircus	3434115	0
sandfly fever naples phlebovirus	3676287	felis catus	3433706	0
sandfly fever naples phlebovirus	3676287	homo sapiens	3433574	0
sandfly fever naples phlebovirus	3676287	lemniscomys striatus	3598977	0
sandfly fever naples phlebovirus	3676287	pipistrellus kuhlii	3494218	0
sandfly fever naples phlebovirus	3676287	ursus arctos	3433632	0
sandfly fever sicilian virus	3442101	homo sapiens	3433574	0
sangassou orthohantavirus	3810695	hylomyscus endorobae	26210757	0
sangassou orthohantavirus	3810695	hylomyscus simus	3792170	0
sango orthobunyavirus	3632775	bos taurus	3434101	0
sapelovirus a	4067497	sus scrofa	3433956	0
sapelovirus b	4067498	macaca mulatta	3433483	0
sapporo virus	3556752	canis lupus familiaris	3433584	0
sapporo virus	3556752	homo sapiens	3433574	0
sapporo virus	3556752	pan troglodytes	3433558	0
sapporo virus	3556752	sus scrofa	3433956	0
sars-like coronavirus batcov/bb9904/bgr/2008	26618726	rhinolophus euryale	3581323	1
sars-like coronavirus wiv16	27683122	rhinolophus sinicus	3546014	1
sarufutsu virus	26302904	sorex unguiculatus	3499105	0
sathuperi orthobunyavirus	3632766	bos taurus	3434101	0
schmallenberg orthobunyavirus	25865481	alces alces	3434005	0
schmallenberg orthobunyavirus	25865481	bison bison	3434090	0
schmallenberg orthobunyavirus	25865481	bison bonasus	3434092	0
schmallenberg orthobunyavirus	25865481	bos taurus	3434101	0
schmallenberg orthobunyavirus	25865481	capra hircus	3434115	0
schmallenberg orthobunyavirus	25865481	capreolus capreolus	3434013	0
schmallenberg orthobunyavirus	25865481	cervus elaphus	3434017	0
schmallenberg orthobunyavirus	25865481	connochaetes taurinus	3434119	0
schmallenberg orthobunyavirus	25865481	dama dama	3445619	0
schmallenberg orthobunyavirus	25865481	ovis aries	3434136	0
schmallenberg orthobunyavirus	25865481	ovis orientalis	3911138	0
schmallenberg orthobunyavirus	25865481	rupicapra rupicapra	3451551	0
schreiber's bent-winged bat adenovirus	2170312	miniopterus schreibersii	3433300	0
scotophilus bat coronavirus 512	4073258	pipistrellus coromandra	3723890	1
scotophilus bat coronavirus 512	4073258	scotophilus kuhlii	3627544	1
scotophilus kuhlii bat coronavirus 512-related	2691592	scotophilus kuhlii	3627544	1
scotophilus kuhlii coronavirus	27721961	scotophilus kuhlii	3627544	1
sea lion mastadenovirus a	4220432	arctocephalus pusillus	3455282	0
sea lion mastadenovirus a	4220432	neomonachus schauinslandi	3443341	0
sea lion mastadenovirus a	4220432	otaria byronia	3635371	0
sea lion mastadenovirus a	4220432	zalophus californianus	3433737	0
sea otter adenovirus 1	27722107	enhydra lutris	3451577	0
sea otter parvovirus 1	27722105	enhydra lutris	3451577	0
sea otter polyomavirus 1	27595044	enhydra lutris	3451577	0
sea otter poxvirus	26747763	enhydra lutris	3451577	0
seal anellovirus 2	26745981	phoca vitulina	3433768	0
seal anellovirus 3	26347630	phoca vitulina	3433768	0
seal anellovirus 4	26347632	phoca vitulina	3433768	0
seal parapoxvirus	3659447	eumetopias jubatus	3451585	0
seal parapoxvirus	3659447	halichoerus grypus	3433750	0
seal parapoxvirus	3659447	leptonychotes weddellii	3433754	0
seal parapoxvirus	3659447	phoca largha	3458492	0
seal parapoxvirus	3659447	phoca vitulina	3433768	0
seal parapoxvirus	3659447	zalophus californianus	3433737	0
seal parvovirus	26745923	halichoerus grypus	3433750	0
seal parvovirus	26745923	phoca vitulina	3433768	0
seewis orhtohantavirus	3893898	neomys anomalus	3482345	0
seewis orhtohantavirus	3893898	sorex araneus	3464087	0
seewis orhtohantavirus	3893898	sorex caecutiens	3499107	0
seewis orhtohantavirus	3893898	sorex daphaenodon	3499099	0
seewis orhtohantavirus	3893898	sorex minutus	3499113	0
seewis orhtohantavirus	3893898	sorex tundrensis	3499127	0
semliki forest virus	3435795	capra hircus	3434115	0
semliki forest virus	3435795	cercopithecus ascanius	3453696	0
semliki forest virus	3435795	cercopithecus denti	25934027	0
semliki forest virus	3435795	cercopithecus mitis	3453700	0
semliki forest virus	3435795	colobus guereza	3449360	0
semliki forest virus	3435795	homo sapiens	3433574	0
semliki forest virus	3435795	lophocebus albigena	3521419	0
semliki forest virus	3435795	pan troglodytes	3433558	0
semliki forest virus	3435795	papio anubis	3433500	0
sen virus	3612885	homo sapiens	3433574	0
senecavirus a	3839662	sus scrofa	3433956	0
senegalvirus marseillevirus	4221557	homo sapiens	3433574	0
seoul orthohantavirus	3436464	apodemus agrarius	3458388	0
seoul orthohantavirus	3436464	bandicota indica	3899148	0
seoul orthohantavirus	3436464	cricetulus barabensis	3784809	0
seoul orthohantavirus	3436464	crocidura lasiura	3640029	0
seoul orthohantavirus	3436464	felis catus	3433706	0
seoul orthohantavirus	3436464	hipposideros armiger	3658554	0
seoul orthohantavirus	3436464	hipposideros larvatus	3647848	0
seoul orthohantavirus	3436464	hipposideros pomona	3789045	0
seoul orthohantavirus	3436464	homo sapiens	3433574	0
seoul orthohantavirus	3436464	microtus fortis	3566421	0
seoul orthohantavirus	3436464	mus musculus	3434366	0
seoul orthohantavirus	3436464	rattus argentiventer	3535981	0
seoul orthohantavirus	3436464	rattus exulans	3451529	0
seoul orthohantavirus	3436464	rattus flavipectus	3510054	0
seoul orthohantavirus	3436464	rattus losea	3510056	0
seoul orthohantavirus	3436464	rattus nitidus	3945467	0
seoul orthohantavirus	3436464	rattus norvegicus	3434405	0
seoul orthohantavirus	3436464	rattus rattus	3434407	0
seoul orthohantavirus	3436464	rattus tanezumi	3452800	0
seoul orthohantavirus	3436464	rhinolophus pusillus	3633429	0
seoul orthohantavirus	3436464	suncus murinus	3433204	0
seoul orthohantavirus	3436464	tscherskia triton	3784808	0
serang virus	3960787	rattus tanezumi	3452800	0
serotine bat adenovirus 1	27589169	eptesicus serotinus	3494185	0
serotine bat adenovirus 2	27589171	eptesicus serotinus	3494185	0
serra do navio mammarenavirus	3469106	baiomys taylori	3488503	0
serra do navio mammarenavirus	3469106	megadontomys nelsoni	24568015	0
serra do navio mammarenavirus	3469106	onychomys leucogaster	3457792	0
severe acute respiratory syndrome-related coronavirus	4073267	aselliscus stoliczkanus	3659997	1
severe acute respiratory syndrome-related coronavirus	4073267	chaerephon plicatus	3918785	1
severe acute respiratory syndrome-related coronavirus	4073267	chlorocebus aethiops	3433463	1
severe acute respiratory syndrome-related coronavirus	4073267	hipposideros armiger	3658554	1
severe acute respiratory syndrome-related coronavirus	4073267	homo sapiens	3433574	1
severe acute respiratory syndrome-related coronavirus	4073267	miniopterus schreibersii	3433300	1
severe acute respiratory syndrome-related coronavirus	4073267	mus musculus	3434366	1
severe acute respiratory syndrome-related coronavirus	4073267	myotis flavus	3954495	1
severe acute respiratory syndrome-related coronavirus	4073267	myotis formosus	3693786	1
severe acute respiratory syndrome-related coronavirus	4073267	nyctalus leisleri	3494206	1
severe acute respiratory syndrome-related coronavirus	4073267	nyctereutes procyonoides	3451573	1
severe acute respiratory syndrome-related coronavirus	4073267	paguma larvata	3433688	1
severe acute respiratory syndrome-related coronavirus	4073267	paradoxurus hermaphroditus	3513487	1
severe acute respiratory syndrome-related coronavirus	4073267	rhinolophus affinis	3494227	1
severe acute respiratory syndrome-related coronavirus	4073267	rhinolophus blasii	3954103	1
severe acute respiratory syndrome-related coronavirus	4073267	rhinolophus ferrumequinum	3494231	1
severe acute respiratory syndrome-related coronavirus	4073267	rhinolophus macrotis	3667523	1
severe acute respiratory syndrome-related coronavirus	4073267	rhinolophus monoceros	3642474	1
severe acute respiratory syndrome-related coronavirus	4073267	rhinolophus pearsonii	3660000	1
severe acute respiratory syndrome-related coronavirus	4073267	rhinolophus pusillus	3633429	1
severe acute respiratory syndrome-related coronavirus	4073267	rhinolophus rex	3660001	1
severe acute respiratory syndrome-related coronavirus	4073267	rhinolophus sinicus	3546014	1
severe acute respiratory syndrome-related coronavirus	4073267	rhinolophus thomasi	3916809	1
severe acute respiratory syndrome-related coronavirus	4073267	scotophilus kuhlii	3627544	1
sfts phlebovirus	25865475	apodemus agrarius	3458388	0
sfts phlebovirus	25865475	bos taurus	3434101	0
sfts phlebovirus	25865475	canis lupus familiaris	3433584	0
sfts phlebovirus	25865475	capra hircus	3434115	0
sfts phlebovirus	25865475	erinaceus europaeus	3433178	0
sfts phlebovirus	25865475	felis catus	3433706	0
sfts phlebovirus	25865475	homo sapiens	3433574	0
sfts phlebovirus	25865475	hydropotes inermis	3434056	0
sfts phlebovirus	25865475	ovis aries	3434136	0
sfts phlebovirus	25865475	suncus murinus	3433204	0
sfts phlebovirus	25865475	sus scrofa	3433956	0
shamonda orthobunyavirus	3632773	bos taurus	3434101	0
sheep polyomavirus 1	26745795	ovis aries	3434136	0
sheeppox virus	3434661	capra hircus	3434115	0
sheeppox virus	3434661	ovis aries	3434136	0
shimoni bat lyssavirus	4100059	eidolon helvum	3524418	0
shimoni bat lyssavirus	4100059	hipposideros commersoni	3583810	0
shimoni bat lyssavirus	4100059	myonycteris torquata	3524469	0
shimoni bat lyssavirus	4100059	rousettus aegyptiacus	3433255	0
shrew adenovirus	2050011	crocidura fuliginosa	3497068	0
shrew adenovirus	2050011	suncus murinus	3433204	0
shrew astrovirus	2050009	sorex araneus	3464087	0
shrew astrovirus	2050009	suncus murinus	3433204	0
shrew calicivirus	2050022	sorex araneus	3464087	0
shrew coronavirus	2050019	sorex araneus	3464087	1
shrew hantavirus	26205330	sorex araneus	3464087	0
shrew hepatovirus	27684675	sorex araneus	3464087	0
shrew pegivirus	26532094	tupaia glis	3433233	0
shuni orthobunyavirus	3632771	bos taurus	3434101	0
shuni orthobunyavirus	3632771	capra hircus	3434115	0
shuni orthobunyavirus	3632771	ceratotherium simum	3433928	0
shuni orthobunyavirus	3632771	equus caballus	3433909	0
shuni orthobunyavirus	3632771	ovis aries	3434136	0
shuni orthobunyavirus	3632771	phacochoerus africanus	3462605	0
shuni orthobunyavirus	3632771	syncerus caffer	3434174	0
siberian weasel coronavirus guangxi/d1000/2006	3886557	mustela sibirica	3453725	1
sichuan takin astrovirus	2220003	budorcas taxicolor	3455263	0
sigmapapillomavirus 1	3750239	erethizon dorsatum	3451519	0
silverwater virus	26532096	lepus americanus	3474224	0
simbu orthobunyavirus	3452226	homo sapiens	3433574	0
simbu orthobunyavirus	3452226	nasua nasua	3433645	0
simian adenovirus 12	26205464	macaca mulatta	3433483	0
simian adenovirus 15	26205460	macaca mulatta	3433483	0
simian adenovirus 19	3457372	papio cynocephalus	3433502	0
simian adenovirus 2	3457374	macaca mulatta	3433483	0
simian adenovirus 5	26205462	macaca mulatta	3433483	0
simian adenovirus 8	3860544	macaca fascicularis	3433477	0
simian adenovirus b	26205398	macaca fascicularis	3433477	0
simian adenovirus b	26205398	papio anubis	3433500	0
simian cytomegalovirus	3434812	chlorocebus aethiops	3433463	0
simian cytomegalovirus	3434812	chlorocebus pygerythrus	3496402	0
simian cytomegalovirus	3434812	macaca mulatta	3433483	0
simian cytomegalovirus	3434812	pan troglodytes	3433558	0
simian foamy virus	3436513	allenopithecus nigroviridis	3484751	0
simian foamy virus	3436513	alouatta belzebul	3445692	0
simian foamy virus	3436513	alouatta guariba	3654168	0
simian foamy virus	3436513	alouatta seniculus	3433404	0
simian foamy virus	3436513	ateles belzebuth	3433412	0
simian foamy virus	3436513	ateles fusciceps	3433414	0
simian foamy virus	3436513	ateles geoffroyi	3433416	0
simian foamy virus	3436513	cacajao melanocephalus	3512964	0
simian foamy virus	3436513	cacajao rubicundus	3513133	0
simian foamy virus	3436513	callithrix geoffroyi	3481307	0
simian foamy virus	3436513	callithrix jacchus	3433376	0
simian foamy virus	3436513	cebus albifrons	3433424	0
simian foamy virus	3436513	cebus olivaceus	3455483	0
simian foamy virus	3436513	cercocebus agilis	3720461	0
simian foamy virus	3436513	cercocebus atys	3433457	0
simian foamy virus	3436513	cercocebus torquatus	3433455	0
simian foamy virus	3436513	cercopithecus albogularis	4167783	0
simian foamy virus	3436513	cercopithecus cephus	3433465	0
simian foamy virus	3436513	cercopithecus hamlyni	3433467	0
simian foamy virus	3436513	cercopithecus kandti	25933997	0
simian foamy virus	3436513	cercopithecus lhoesti	3565259	0
simian foamy virus	3436513	cercopithecus mona	3453701	0
simian foamy virus	3436513	cercopithecus neglectus	3453703	0
simian foamy virus	3436513	cercopithecus nictitans	3453705	0
simian foamy virus	3436513	cercopithecus solatus	3622552	0
simian foamy virus	3436513	chlorocebus aethiops	3433463	0
simian foamy virus	3436513	chlorocebus pygerythrus	3496402	0
simian foamy virus	3436513	chlorocebus sabaeus	3496404	0
simian foamy virus	3436513	chlorocebus tantalus	3496406	0
simian foamy virus	3436513	colobus guereza	3449360	0
simian foamy virus	3436513	erythrocebus patas	3433471	0
simian foamy virus	3436513	gorilla gorilla	3433550	0
simian foamy virus	3436513	homo sapiens	3433574	0
simian foamy virus	3436513	hylobates pileatus	3433544	0
simian foamy virus	3436513	lagothrix lagotricha	3433433	0
simian foamy virus	3436513	leontopithecus chrysomelas	3490527	0
simian foamy virus	3436513	leontopithecus rosalia	3445689	0
simian foamy virus	3436513	lophocebus albigena	3521419	0
simian foamy virus	3436513	lophocebus aterrimus	3521417	0
simian foamy virus	3436513	macaca arctoides	3433475	0
simian foamy virus	3436513	macaca balantak	3741176	0
simian foamy virus	3436513	macaca fascicularis	3433477	0
simian foamy virus	3436513	macaca fuscata	3433479	0
simian foamy virus	3436513	macaca maura	3547765	0
simian foamy virus	3436513	macaca mulatta	3433483	0
simian foamy virus	3436513	macaca nemestrina	3433485	0
simian foamy virus	3436513	macaca radiata	3433489	0
simian foamy virus	3436513	macaca silenus	3485539	0
simian foamy virus	3436513	macaca sylvanus	3433487	0
simian foamy virus	3436513	macaca thibetana	3485541	0
simian foamy virus	3436513	macaca tonkeana	3461541	0
simian foamy virus	3436513	mandrillus leucophaeus	3433516	0
simian foamy virus	3436513	mandrillus sphinx	3433506	0
simian foamy virus	3436513	miopithecus talapoin	3453711	0
simian foamy virus	3436513	nomascus leucogenys	3498335	0
simian foamy virus	3436513	pan paniscus	3433556	0
simian foamy virus	3436513	pan troglodytes	3433558	0
simian foamy virus	3436513	papio anubis	3433500	0
simian foamy virus	3436513	papio cynocephalus	3433502	0
simian foamy virus	3436513	papio hamadryas	3433504	0
simian foamy virus	3436513	papio papio	3566460	0
simian foamy virus	3436513	papio ursinus	3453707	0
simian foamy virus	3436513	piliocolobus badius	3637878	0
simian foamy virus	3436513	piliocolobus tephrosceles	4010783	0
simian foamy virus	3436513	pithecia pithecia	3466650	0
simian foamy virus	3436513	pongo abelii	3433564	0
simian foamy virus	3436513	pongo pygmaeus	3433562	0
simian foamy virus	3436513	pygathrix nemaeus	3484748	0
simian foamy virus	3436513	saimiri boliviensis	3441149	0
simian foamy virus	3436513	saimiri sciureus	3433437	0
simian foamy virus	3436513	saimiri ustus	3506011	0
simian foamy virus	3436513	sapajus apella	3433426	0
simian foamy virus	3436513	theropithecus gelada	3433512	0
simian foamy virus	3436513	trachypithecus francoisi	3484769	0
simian immunodeficiency virus	3436648	aotus trivirgatus	3433408	0
simian immunodeficiency virus	3436648	cercocebus agilis	3720461	0
simian immunodeficiency virus	3436648	cercocebus atys	3433457	0
simian immunodeficiency virus	3436648	cercocebus torquatus	3433455	0
simian immunodeficiency virus	3436648	cercopithecus albogularis	4167783	0
simian immunodeficiency virus	3436648	cercopithecus ascanius	3453696	0
simian immunodeficiency virus	3436648	cercopithecus cephus	3433465	0
simian immunodeficiency virus	3436648	cercopithecus denti	25934027	0
simian immunodeficiency virus	3436648	cercopithecus erythrotis	3640115	0
simian immunodeficiency virus	3436648	cercopithecus lhoesti	3565259	0
simian immunodeficiency virus	3436648	cercopithecus mitis	3453700	0
simian immunodeficiency virus	3436648	cercopithecus mona	3453701	0
simian immunodeficiency virus	3436648	cercopithecus neglectus	3453703	0
simian immunodeficiency virus	3436648	cercopithecus nictitans	3453705	0
simian immunodeficiency virus	3436648	cercopithecus pogonias	3568533	0
simian immunodeficiency virus	3436648	cercopithecus solatus	3622552	0
simian immunodeficiency virus	3436648	cercopithecus wolfi	3727809	0
simian immunodeficiency virus	3436648	chlorocebus aethiops	3433463	0
simian immunodeficiency virus	3436648	chlorocebus cynosuros	3903022	0
simian immunodeficiency virus	3436648	chlorocebus pygerythrus	3496402	0
simian immunodeficiency virus	3436648	chlorocebus sabaeus	3496404	0
simian immunodeficiency virus	3436648	chlorocebus tantalus	3496406	0
simian immunodeficiency virus	3436648	colobus guereza	3449360	0
simian immunodeficiency virus	3436648	colobus polykomos	3433521	0
simian immunodeficiency virus	3436648	erythrocebus patas	3433471	0
simian immunodeficiency virus	3436648	gorilla beringei	3937198	0
simian immunodeficiency virus	3436648	gorilla gorilla	3433550	0
simian immunodeficiency virus	3436648	lemur catta	3433321	0
simian immunodeficiency virus	3436648	lophocebus albigena	3521419	0
simian immunodeficiency virus	3436648	lophocebus aterrimus	3521417	0
simian immunodeficiency virus	3436648	macaca arctoides	3433475	0
simian immunodeficiency virus	3436648	macaca fascicularis	3433477	0
simian immunodeficiency virus	3436648	macaca fuscata	3433479	0
simian immunodeficiency virus	3436648	macaca mulatta	3433483	0
simian immunodeficiency virus	3436648	macaca nemestrina	3433485	0
simian immunodeficiency virus	3436648	macaca sylvanus	3433487	0
simian immunodeficiency virus	3436648	mandrillus leucophaeus	3433516	0
simian immunodeficiency virus	3436648	mandrillus sphinx	3433506	0
simian immunodeficiency virus	3436648	miopithecus ogouensis	3565701	0
simian immunodeficiency virus	3436648	pan paniscus	3433556	0
simian immunodeficiency virus	3436648	pan troglodytes	3433558	0
simian immunodeficiency virus	3436648	papio anubis	3433500	0
simian immunodeficiency virus	3436648	papio cynocephalus	3433502	0
simian immunodeficiency virus	3436648	papio hamadryas	3433504	0
simian immunodeficiency virus	3436648	papio ursinus	3453707	0
simian immunodeficiency virus	3436648	piliocolobus badius	3637878	0
simian immunodeficiency virus	3436648	piliocolobus rufomitratus	4010781	0
simian immunodeficiency virus	3436648	piliocolobus tephrosceles	4010783	0
simian immunodeficiency virus	3436648	piliocolobus tholloni	4010782	0
simian immunodeficiency virus	3436648	pongo pygmaeus	3433562	0
simian immunodeficiency virus	3436648	procolobus verus	3824069	0
simian mastadenovirus a	3756223	macaca fascicularis	3433477	0
simian mastadenovirus a	3756223	macaca mulatta	3433483	0
simian mastadenovirus b	4251331	macaca fascicularis	3433477	0
simian mastadenovirus c	26205434	papio anubis	3433500	0
simian mastadenovirus d	3457386	macaca mulatta	3433483	0
simian mastadenovirus e	26205458	chlorocebus aethiops	3433463	0
simian mastadenovirus h	26205442	macaca mulatta	3433483	0
simian mastadenovirus i	2170002	rhinopithecus roxellana	3497974	0
simian retrovirus 4	4094489	macaca fascicularis	3433477	0
simian retrovirus 4	4094489	macaca fuscata	3433479	0
simian retrovirus 5	3600692	macaca fascicularis	3433477	0
simian retrovirus 5	3600692	macaca fuscata	3433479	0
simian retrovirus 5	3600692	macaca mulatta	3433483	0
simian retrovirus 6	3577019	semnopithecus entellus	3543630	0
simian retrovirus 6	3577019	trachypithecus obscurus	3484771	0
simian retrovirus 7	3816314	macaca mulatta	3433483	0
simian retrovirus 8	26205466	macaca fascicularis	3433477	0
simian retrovirus y	24576764	macaca fuscata	3433479	0
simian t-cell lymphotropic virus 5	3925361	cercopithecus mona	3453701	0
simian t-cell lymphotropic virus 5	3925361	cercopithecus nictitans	3453705	0
simian t-cell lymphotropic virus 6	3920881	cercopithecus mona	3453701	0
simian torque teno virus	26205446	chlorocebus sabaeus	3496404	0
simian torque teno virus 30	26205448	chlorocebus sabaeus	3496404	0
simian torque teno virus 31	26205450	chlorocebus sabaeus	3496404	0
simian torque teno virus 32	26205452	chlorocebus sabaeus	3496404	0
simian torque teno virus 33	26205454	chlorocebus sabaeus	3496404	0
simian torque teno virus 34	26205456	chlorocebus sabaeus	3496404	0
simian virus 12	3471899	chlorocebus aethiops	3433463	0
simian-human immunodeficiency virus	3491033	aotus trivirgatus	3433408	0
simian-human immunodeficiency virus	3491033	cercocebus atys	3433457	0
simian-human immunodeficiency virus	3491033	cercocebus torquatus	3433455	0
simian-human immunodeficiency virus	3491033	cercopithecus mitis	3453700	0
simian-human immunodeficiency virus	3491033	cercopithecus nictitans	3453705	0
simian-human immunodeficiency virus	3491033	chlorocebus aethiops	3433463	0
simian-human immunodeficiency virus	3491033	chlorocebus pygerythrus	3496402	0
simian-human immunodeficiency virus	3491033	colobus guereza	3449360	0
simian-human immunodeficiency virus	3491033	homo sapiens	3433574	0
simian-human immunodeficiency virus	3491033	hylobates pileatus	3433544	0
simian-human immunodeficiency virus	3491033	macaca arctoides	3433475	0
simian-human immunodeficiency virus	3491033	macaca fascicularis	3433477	0
simian-human immunodeficiency virus	3491033	macaca mulatta	3433483	0
simian-human immunodeficiency virus	3491033	macaca nemestrina	3433485	0
simian-human immunodeficiency virus	3491033	nycticebus coucang	3433352	0
simian-human immunodeficiency virus	3491033	pan troglodytes	3433558	0
simian-human immunodeficiency virus	3491033	papio anubis	3433500	0
simian-human immunodeficiency virus	3491033	pongo pygmaeus	3433562	0
simian-human immunodeficiency virus	3491033	trachypithecus cristatus	3599973	0
sin nombre orthohantavirus	3456178	akodon azarae	3443352	0
sin nombre orthohantavirus	3456178	calomys laucha	3488489	0
sin nombre orthohantavirus	3456178	dipodomys californicus	3434255	0
sin nombre orthohantavirus	3456178	dipodomys ordii	3434261	0
sin nombre orthohantavirus	3456178	homo sapiens	3433574	0
sin nombre orthohantavirus	3456178	microtus californicus	3566417	0
sin nombre orthohantavirus	3456178	oligoryzomys flavescens	3688052	0
sin nombre orthohantavirus	3456178	oligoryzomys fulvescens	3688053	0
sin nombre orthohantavirus	3456178	oligoryzomys longicaudatus	3613116	0
sin nombre orthohantavirus	3456178	peromyscus californicus	3464560	0
sin nombre orthohantavirus	3456178	peromyscus eremicus	3464358	0
sin nombre orthohantavirus	3456178	peromyscus leucopus	3434293	0
sin nombre orthohantavirus	3456178	peromyscus maniculatus	3434295	0
sin nombre orthohantavirus	3456178	peromyscus truei	3545468	0
